"Var.1","Name","Time","Year","Var.5","Race","Beer","beer_url","name_url","event_url","event_name","event_location","event_date","minute","seconds","total_time_in_secs"
757,"Juliane Masciana","6:48",2014,NA,"Circuit of the Americas, ...Flotrack 2014 Championshi...","Hops & Grain Zoe","https://www.beermile.com/records/ref_beer/beertype_Hops+&+Grain+Zoe","https://www.beermile.com/query_indy/submit_1/ref_query/name_Juliane+Masciana","https://www.beermile.com/display/event_6187","Flotrack 2014 Championships, Women's Elite","Circuit of the Americas, Austin, TX","December 3, 2014",6,48,408
758,"Mikko Joensuu","6:48",2017,NA,"Väinölänniemen stadion...Kuopion Kaljamaili","Brooklyn Lager","https://www.beermile.com/records/ref_beer/beertype_Brooklyn+Lager","https://www.beermile.com/query_indy/submit_1/ref_query/name_Mikko+Joensuu","https://www.beermile.com/display/event_150507","Kuopion Kaljamaili","Väinölänniemen stadion, Kuopio Finland","July 7, 2017",6,48,408
759,"Hugh Wiley","6:48",1997,NA,"Kingston, ON3rd Annual Kingston Sprin...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Hugh+Wiley","https://www.beermile.com/display/event_55","3rd Annual Kingston Spring Beer Mile","Kingston, ON","April 5, 1997",6,48,408
760,"Chris Booth","6:48",1998,NA,"Kingston, ON4th Annual Kingston Sprin...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Chris+Booth","https://www.beermile.com/display/event_53","4th Annual Kingston Spring Beer Mile","Kingston, ON","April 4, 1998",6,48,408
761,"Allan ""LOST"" Wiggins","6:48",2017,NA,"Oakville, ON, CanadaLOST Swimming vs Connor's...","Guinness","https://www.beermile.com/records/ref_beer/beertype_Guinness","https://www.beermile.com/query_indy/submit_1/ref_query/name_Allan+""LOST""+Wiggins","https://www.beermile.com/display/event_151095","LOST Swimming vs Connor's Runner's Beer Mile","Oakville, ON, Canada","October 6, 2017",6,48,408
762,"Marco ""Veteran"" Li","6:48",2005,NA,"Kingston, ONQueen's University Beer M...","Moosehead","https://www.beermile.com/records/ref_beer/beertype_Moosehead","https://www.beermile.com/query_indy/submit_1/ref_query/name_Marco+""Veteran""+Li","https://www.beermile.com/display/event_409","Queen's University Beer Mile 2005","Kingston, ON","April 8, 2005",6,48,408
763,"Brian Groot","6:48",2015,NA,"London, ONOntario Beer Mile Champio...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Brian+Groot","https://www.beermile.com/display/event_6423","Ontario Beer Mile Championships","London, ON","June 27, 2015",6,48,408
764,"Craig Kirkwood","6:48",2020,NA,"Tauranga Domain2020 New Zealand Beer Mil...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Craig+Kirkwood","https://www.beermile.com/display/event_151652","2020 New Zealand Beer Mile Championships","Tauranga Domain","August 1, 2020",6,48,408
765,"Vitamin ""T-Bone"" B","6:48",2014,NA,"Whitby, ON2014 Whitby Classic","Big Wheel Deluxe Amber","https://www.beermile.com/records/ref_beer/beertype_Big+Wheel+Deluxe+Amber","https://www.beermile.com/query_indy/submit_1/ref_query/name_Vitamin+""T-Bone""+B","https://www.beermile.com/display/event_6127","2014 Whitby Classic","Whitby, ON","August 22, 2014",6,48,408
766,"Julian Florez","6:48",2018,NA,"Albuquerque, New Mexico3rd Annual Dukes TC Beer ...","True Blonde Ale","https://www.beermile.com/records/ref_beer/beertype_True+Blonde+Ale","https://www.beermile.com/query_indy/submit_1/ref_query/name_Julian+Florez","https://www.beermile.com/display/event_151275","3rd Annual Dukes TC Beer Mile","Albuquerque, New Mexico","August 1, 2018",6,48,408
767,"Bennie Roux","6:48",2018,NA,"PretoriaCenturion Beer mile Decem...","Black Label","https://www.beermile.com/records/ref_beer/beertype_Black+Label","https://www.beermile.com/query_indy/submit_1/ref_query/name_Bennie+Roux","https://www.beermile.com/display/event_151356","Centurion Beer mile December 2018","Pretoria","December 6, 2018",6,48,408
768,"Luis Iturralde","6:48",2016,NA,"New Orleans, LA, United S...NOLA Holiday Beer Mile 20...","Coors Banquet","https://www.beermile.com/records/ref_beer/beertype_Coors+Banquet","https://www.beermile.com/query_indy/submit_1/ref_query/name_Luis+Iturralde","https://www.beermile.com/display/event_150421","NOLA Holiday Beer Mile 2016","New Orleans, LA, United States","December 29, 2016",6,48,408
769,"Allen W","6:48",2006,NA,"Spearfish, SD1st Annual BHSU Beer Mile","busch heavy","https://www.beermile.com/records/ref_beer/beertype_busch+heavy","https://www.beermile.com/query_indy/submit_1/ref_query/name_Allen+W","https://www.beermile.com/display/event_752","1st Annual BHSU Beer Mile","Spearfish, SD","December 9, 2006",6,48,408
770,"Tyler Gimenez","6:48",2005,NA,"McMinnville, ORFirst Annual Linfield Bee...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Tyler+Gimenez","https://www.beermile.com/display/event_547","First Annual Linfield Beer Mile Invitational","McMinnville, OR","December 10, 2005",6,48,408
771,"James White","6:48",2019,NA,"Southampton CommonAecom Southampton Beer Mi...","Stella Artois","https://www.beermile.com/records/ref_beer/beertype_Stella+Artois","https://www.beermile.com/query_indy/submit_1/ref_query/name_James+White","https://www.beermile.com/display/event_151489","Aecom Southampton Beer Mile 2019","Southampton Common","August 28, 2019",6,48,408
772,"Konrad Knutsen","6:48",2018,NA,"Vancouver, BC, CanadaBeer Mile World Classic 2...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Konrad+Knutsen","https://www.beermile.com/display/event_151287","Beer Mile World Classic 2018","Vancouver, BC, Canada","August 11, 2018",6,48,408
773,"Lars ""Blitz"" Schmitz","6:48.2",2007,NA,"San Francisco, CA2nd Annual WVTC Summer Cl...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Lars+""Blitz""+Schmitz","https://www.beermile.com/display/event_1125","2nd Annual WVTC Summer Classic","San Francisco, CA","August 17, 2007",6,48.2,408.2
774,"Cameron Trinh","6:48.3",2015,NA,"Flatrock Speedway, Carlto...2015 Michigan Beer Mile, ...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Cameron+Trinh","https://www.beermile.com/display/event_6609","2015 Michigan Beer Mile, Elite Heat","Flatrock Speedway, Carlton, MI","November 14, 2015",6,48.3,408.3
775,"Alexander Moberg","6:48.6",2012,NA,"Linkoping, SwedenLiTHe Syra Annual Beer Mi...","33 cl","https://www.beermile.com/records/ref_beer/beertype_33+cl","https://www.beermile.com/query_indy/submit_1/ref_query/name_Alexander+Moberg","https://www.beermile.com/display/event_5690","LiTHe Syra Annual Beer Mile 2012","Linkoping, Sweden","October 2, 2012",6,48.6,408.6
776,"Kirsty Jahn","6:48.9",2014,NA,"Circuit of the Americas, ...Flotrack 2014 Championshi...","Hops & Grain Beer Mile Br...","https://www.beermile.com/records/ref_beer/beertype_Hops+&+Grain+Beer+Mile+Br...","https://www.beermile.com/query_indy/submit_1/ref_query/name_Kirsty+Jahn","https://www.beermile.com/display/event_6187","Flotrack 2014 Championships, Women's Elite","Circuit of the Americas, Austin, TX","December 3, 2014",6,48.9,408.9
777,"Robert Deegan","6:49",2010,NA,"Amherst, MAAmherst Frozen Toe Beer M...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Robert+Deegan","https://www.beermile.com/display/event_1461","Amherst Frozen Toe Beer Mile","Amherst, MA","December 10, 2010",6,49,409
778,"Team Gimp ""Weinland""","6:49",2012,NA,"Team Cyco Sude Mile 5","Coors","https://www.beermile.com/records/ref_beer/beertype_Coors","https://www.beermile.com/query_indy/submit_1/ref_query/name_Team+Gimp+""Weinland""","https://www.beermile.com/display/event_5735","Team Cyco Sude Mile 5","","December 15, 2012",6,49,409
779,"Todde Withycombe","6:49",2015,NA,"Austin, TX, United StatesFloTrack 2015 Championshi...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Todde+Withycombe","https://www.beermile.com/display/event_6612","FloTrack 2015 Championships, Men's Sub-Elite","Austin, TX, United States","December 1, 2015",6,49,409
780,"Jon Hiatt","6:49",2013,NA,"Chicago, IL9th Annual Chicagoland Be...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jon+Hiatt","https://www.beermile.com/display/event_5920","9th Annual Chicagoland Beer Mile","Chicago, IL","December 7, 2013",6,49,409
781,"<U+0421><U+043C><U+0438><U+0440><U+043D><U+043E><U+0432> <U+041A><U+0438><U+0440><U+0438><U+043B><U+043B>","6:49",2020,NA,"Moscow, RussiaIZMAILOVO Beer mile 2020 ...","<U+0412><U+043E><U+043B><U+043A><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F>","https://www.beermile.com/records/ref_beer/beertype_<U+0412><U+043E><U+043B><U+043A><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F>","https://www.beermile.com/query_indy/submit_1/ref_query/name_<U+0421><U+043C><U+0438><U+0440><U+043D><U+043E><U+0432>+<U+041A><U+0438><U+0440><U+0438><U+043B><U+043B>","https://www.beermile.com/display/event_151672","IZMAILOVO Beer mile 2020 page 1","Moscow, Russia","August 29, 2020",6,49,409
782,"Tychkov Dmitry","6:49",2020,NA,"Moscow, RussiaIZMAILOVO Beer mile 2020 ...","<U+0412><U+043E><U+043B><U+043A><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F>","https://www.beermile.com/records/ref_beer/beertype_<U+0412><U+043E><U+043B><U+043A><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F>","https://www.beermile.com/query_indy/submit_1/ref_query/name_Tychkov+Dmitry","https://www.beermile.com/display/event_151672","IZMAILOVO Beer mile 2020 page 1","Moscow, Russia","August 29, 2020",6,49,409
783,"Peter Stice","6:49",2016,NA,"Eugene, OR, United StatesEugene Beer Mile #7","Coors","https://www.beermile.com/records/ref_beer/beertype_Coors","https://www.beermile.com/query_indy/submit_1/ref_query/name_Peter+Stice","https://www.beermile.com/display/event_6695","Eugene Beer Mile #7 ","Eugene, OR, United States","May 28, 2016",6,49,409
784,"William Drew","6:49",2019,NA,"Brookfield, CTWoodbridge RC Beer Mile","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_William+Drew","https://www.beermile.com/display/event_151471","Woodbridge RC Beer Mile","Brookfield, CT","August 11, 2019",6,49,409
785,"Luke Gelmi","6:49",2012,NA,"Perth, Australia1st SGTRC Annual Beer Mil...","Sapporo","https://www.beermile.com/records/ref_beer/beertype_Sapporo","https://www.beermile.com/query_indy/submit_1/ref_query/name_Luke+Gelmi","https://www.beermile.com/display/event_5759","1st SGTRC Annual Beer Mile","Perth, Australia","December 20, 2012",6,49,409
786,"Mike Drinane","6:49",2005,NA,"Roseville, MNconnie wilmes memorial be...","Miller High Life","https://www.beermile.com/records/ref_beer/beertype_Miller+High+Life","https://www.beermile.com/query_indy/submit_1/ref_query/name_Mike+Drinane","https://www.beermile.com/display/event_385","connie wilmes memorial beer mile","Roseville, MN","July 15, 2005",6,49,409
787,"Mike Bremser","6:49",2001,NA,"Irvine, CAOrange County Beer Mile #...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Mike+Bremser","https://www.beermile.com/display/event_130","Orange County Beer Mile #3","Irvine, CA","May 12, 2001",6,49,409
788,"David Ciaverella","6:49",2005,NA,"Portland, ORIronheads Triathlon Team ...","Coors","https://www.beermile.com/records/ref_beer/beertype_Coors","https://www.beermile.com/query_indy/submit_1/ref_query/name_David+Ciaverella","https://www.beermile.com/display/event_719","Ironheads Triathlon Team Annual Beer Mile","Portland, OR","October 6, 2005",6,49,409
789,"Joshua Rix","6:49.22",2017,NA,"Clifton Hill, Victoria, A...Brooks International Beer...","Molson Canadian","https://www.beermile.com/records/ref_beer/beertype_Molson+Canadian","https://www.beermile.com/query_indy/submit_1/ref_query/name_Joshua+Rix","https://www.beermile.com/display/event_150441","Brooks International Beer Mile ","Clifton Hill, Victoria, Australia","May 13, 2017",6,49.22,409.22
790,"Brian Wrona","6:49.37",2015,NA,"Austin, TX, United StatesFloTrack 2015 Championshi...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Brian+Wrona","https://www.beermile.com/display/event_6603","FloTrack 2015 Championships, Open Heat 3","Austin, TX, United States","December 1, 2015",6,49.37,409.37
791,"Tyler Trace","6:50",2006,NA,"Victoria, BCThird Annual Dave Smart T...","Okanagan 1516","https://www.beermile.com/records/ref_beer/beertype_Okanagan+1516","https://www.beermile.com/query_indy/submit_1/ref_query/name_Tyler+Trace","https://www.beermile.com/display/event_723","Third Annual Dave Smart Tribute Beer Mile","Victoria, BC","December 19, 2006",6,50,410
792,"Ricky Hutchinson","6:50",2010,NA,"Shreveport, LATeam Cyco Suds Mile 3","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Ricky+Hutchinson","https://www.beermile.com/display/event_1460","Team Cyco Suds Mile 3","Shreveport, LA","December 11, 2010",6,50,410
793,"James Bailie","6:50",2017,NA,"Penrith, New South Wales,...The Great Bailie Beer Mil...","James Boags Premium","https://www.beermile.com/records/ref_beer/beertype_James+Boags+Premium","https://www.beermile.com/query_indy/submit_1/ref_query/name_James+Bailie","https://www.beermile.com/display/event_151112","The Great Bailie Beer Mile 2017","Penrith, New South Wales, Australia","October 7, 2017",6,50,410
794,"Brad Schmidt","6:50",2007,NA,"Los Gatos CA2007 Silicon Valley Beer ...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Brad+Schmidt","https://www.beermile.com/display/event_887","2007 Silicon Valley Beer Mile","Los Gatos CA","November 21, 2007",6,50,410
795,"Kurt Grensheimer","6:50",2007,NA,"Los Gatos CA2007 Silicon Valley Beer ...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Kurt+Grensheimer","https://www.beermile.com/display/event_887","2007 Silicon Valley Beer Mile","Los Gatos CA","November 21, 2007",6,50,410
796,"Brendan O'Donoghue","6:50",2015,NA,"McArthur Stadium, Potchef...Potch 2015 Beer Mile","Erdinger","https://www.beermile.com/records/ref_beer/beertype_Erdinger","https://www.beermile.com/query_indy/submit_1/ref_query/name_Brendan+O'Donoghue","https://www.beermile.com/display/event_6519","Potch 2015 Beer Mile","McArthur Stadium, Potchefstroom, South Africa","October 9, 2015",6,50,410
797,"Scott Roman","6:50",2020,NA,"RoxboroughFire and Ice Beer Mile","left hand milk stout","https://www.beermile.com/records/ref_beer/beertype_left+hand+milk+stout","https://www.beermile.com/query_indy/submit_1/ref_query/name_Scott+Roman","https://www.beermile.com/display/event_151642","Fire and Ice Beer Mile","Roxborough","July 19, 2020",6,50,410
798,"Pieter Conradie","6:50",2015,NA,"McArthur Stadium, Potchef...Potch 2015 Beer Mile","Erdinger","https://www.beermile.com/records/ref_beer/beertype_Erdinger","https://www.beermile.com/query_indy/submit_1/ref_query/name_Pieter+Conradie","https://www.beermile.com/display/event_6519","Potch 2015 Beer Mile","McArthur Stadium, Potchefstroom, South Africa","October 9, 2015",6,50,410
799,"Matt Heisman","6:50",2005,NA,"Brookings, SD3rd Annual South Dakota B...","Miller High Life","https://www.beermile.com/records/ref_beer/beertype_Miller+High+Life","https://www.beermile.com/query_indy/submit_1/ref_query/name_Matt+Heisman","https://www.beermile.com/display/event_536","3rd Annual South Dakota Beer Mile Championships","Brookings, SD","November 22, 2005",6,50,410
800,"Doug Clark","6:50",2012,NA,"Morris County, NJ10th Annual New Jersey Be...","Miller Genuine Draft","https://www.beermile.com/records/ref_beer/beertype_Miller+Genuine+Draft","https://www.beermile.com/query_indy/submit_1/ref_query/name_Doug+Clark","https://www.beermile.com/display/event_5744","10th Annual New Jersey Beermile Championships","Morris County, NJ","December 16, 2012",6,50,410
801,"Greg Grosicki","6:50",2017,NA,"Charlestown, Boston, MA, ...2017 Charlestown Classic","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Greg+Grosicki","https://www.beermile.com/display/event_151123","2017 Charlestown Classic","Charlestown, Boston, MA, United States","November 12, 2017",6,50,410
802,"Scott McKean","6:50",2007,NA,"Calgary, AB12th Annual B.S.D. Beer M...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Scott+McKean","https://www.beermile.com/display/event_841","12th Annual B.S.D. Beer Mile","Calgary, AB","April 13, 2007",6,50,410
803,"Steve Cork","6:50",2002,NA,"Vancouver, BC4th Annual Gemini Beer MI...","Rainier","https://www.beermile.com/records/ref_beer/beertype_Rainier","https://www.beermile.com/query_indy/submit_1/ref_query/name_Steve+Cork","https://www.beermile.com/display/event_172","4th Annual Gemini Beer MIle","Vancouver, BC","September 13, 2002",6,50,410
804,"Barry Lass","6:50",2008,NA,"Morris County, NJ6th Annual New Jersey Bee...","Papst","https://www.beermile.com/records/ref_beer/beertype_Papst","https://www.beermile.com/query_indy/submit_1/ref_query/name_Barry+Lass","https://www.beermile.com/display/event_1109","6th Annual New Jersey Beermile Championships","Morris County, NJ","December 28, 2008",6,50,410
805,"Justin Bertheaud","6:50",2016,NA,"New Orleans, LA, United S...NOLA Holiday Beer Mile 20...","Coors Banquet","https://www.beermile.com/records/ref_beer/beertype_Coors+Banquet","https://www.beermile.com/query_indy/submit_1/ref_query/name_Justin+Bertheaud","https://www.beermile.com/display/event_150421","NOLA Holiday Beer Mile 2016","New Orleans, LA, United States","December 29, 2016",6,50,410
806,"Stuart ""PP"" Muirhead","6:50.12",2007,NA,"Houston, TX2007 Fall Houston Hash Be...","Miller High Life","https://www.beermile.com/records/ref_beer/beertype_Miller+High+Life","https://www.beermile.com/query_indy/submit_1/ref_query/name_Stuart+""PP""+Muirhead","https://www.beermile.com/display/event_866","2007 Fall Houston Hash Beer Mile","Houston, TX","November 10, 2007",6,50.12,410.12
807,"Basic Panera","6:50.64",2005,NA,"williamsburg, VATeam Blitz Invitational B...","Coors Light","https://www.beermile.com/records/ref_beer/beertype_Coors+Light","https://www.beermile.com/query_indy/submit_1/ref_query/name_Basic+Panera","https://www.beermile.com/display/event_407","Team Blitz Invitational Beer Mile","williamsburg, VA","April 1, 2005",6,50.64,410.64
808,"Anne Belanger","6:50.78",2016,NA,"London Street, San Franci...Beer Mile World Classic W...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Anne+Belanger","https://www.beermile.com/display/event_150303","Beer Mile World Classic Women's Championship","London Street, San Francisco, CA, United States","July 31, 2016",6,50.78,410.78
809,"Dallas Devries","6:50.9",2017,NA,"Clifton Park, NYShmaltz Brewing Beer Mile...","Slingshot","https://www.beermile.com/records/ref_beer/beertype_Slingshot","https://www.beermile.com/query_indy/submit_1/ref_query/name_Dallas+Devries","https://www.beermile.com/display/event_151088","Shmaltz Brewing Beer Mile - Wave 2","Clifton Park, NY","September 27, 2017",6,50.9,410.9
810,"Marco Müller","6:51",2020,NA,"Euskirchen1. Euskirchener Biermeile","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Marco+Müller","https://www.beermile.com/display/event_151630","1. Euskirchener Biermeile","Euskirchen","June 6, 2020",6,51,411
811,"Brad Scmidt","6:51",2008,NA,"Los Gatos CASilicon Valley Beer Mile ...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Brad+Scmidt","https://www.beermile.com/display/event_1087","Silicon Valley Beer Mile 2008","Los Gatos CA","December 4, 2008",6,51,411
812,"Marshall Greene","6:51",2015,NA,"Bend, ORLabor Day Eve Beer Mile","Coors Banquet","https://www.beermile.com/records/ref_beer/beertype_Coors+Banquet","https://www.beermile.com/query_indy/submit_1/ref_query/name_Marshall+Greene","https://www.beermile.com/display/event_6505","Labor Day Eve Beer Mile","Bend, OR","September 6, 2015",6,51,411
813,"Matt Greco","6:51",2016,NA,"New Orleans, LA, United S...NOLA Summer Beer Mile 201...","Bud Light Platinum","https://www.beermile.com/records/ref_beer/beertype_Bud+Light+Platinum","https://www.beermile.com/query_indy/submit_1/ref_query/name_Matt+Greco","https://www.beermile.com/display/event_150227","NOLA Summer Beer Mile 2016","New Orleans, LA, United States","June 23, 2016",6,51,411
814,"Dan ""The Silver Fox""","6:51",2015,NA,"New Haven, CT, United Sta...New Haven Road Runners Be...","Bass Ale","https://www.beermile.com/records/ref_beer/beertype_Bass+Ale","https://www.beermile.com/query_indy/submit_1/ref_query/name_Dan+""The+Silver+Fox""","https://www.beermile.com/display/event_6509","New Haven Road Runners Beer Mile 7","New Haven, CT, United States","September 12, 2015",6,51,411
815,"Ian Thomson","6:51",2020,NA,"Vancouver BCVirtual Vancouver Beer Mi...","Sapporo","https://www.beermile.com/records/ref_beer/beertype_Sapporo","https://www.beermile.com/query_indy/submit_1/ref_query/name_Ian+Thomson","https://www.beermile.com/display/event_151606","Virtual Vancouver Beer Mile","Vancouver BC","May 15, 2020",6,51,411
816,"Kevin DiVerde","6:51",2015,NA,"Ames, IowaIowa State Run Club Beer ...","Miller High Life","https://www.beermile.com/records/ref_beer/beertype_Miller+High+Life","https://www.beermile.com/query_indy/submit_1/ref_query/name_Kevin+DiVerde","https://www.beermile.com/display/event_6311","Iowa State Run Club Beer Mile Spring 2015","Ames, Iowa","May 1, 2015",6,51,411
817,"Barry Lass","6:51",2013,NA,"Morris County, NJ11th Annual New Jersey Be...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Barry+Lass","https://www.beermile.com/display/event_5933","11th Annual New Jersey Beermile Championships","Morris County, NJ","December 22, 2013",6,51,411
818,"James Gibson","6:51",2017,NA,"Cleveland, OH, United Sta...4th Annual Spring Finals ...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_James+Gibson","https://www.beermile.com/display/event_150452","4th Annual Spring Finals Beer Mile","Cleveland, OH, United States","May 3, 2017",6,51,411
819,"Marco Müller","6:51",2020,NA,"Euskirchen, Germany1. Euskirchener Biermeile","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Marco+Müller","https://www.beermile.com/display/event_151616","1. Euskirchener Biermeile","Euskirchen, Germany","June 6, 2020",6,51,411
820,"Stephen Symon","6:51",2002,NA,"Vancouver, BC4th Annual Gemini Beer MI...","Canadian","https://www.beermile.com/records/ref_beer/beertype_Canadian","https://www.beermile.com/query_indy/submit_1/ref_query/name_Stephen+Symon","https://www.beermile.com/display/event_172","4th Annual Gemini Beer MIle","Vancouver, BC","September 13, 2002",6,51,411
821,"Lauren Barry","6:51",2020,NA,"San Francisco, cA2020 Beer Mile World Clas...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Lauren+Barry","https://www.beermile.com/display/event_151627","2020 Beer Mile World Classic (Men's)","San Francisco, cA","July 4, 2020",6,51,411
822,"Mark McClauchlan","6:51",2020,NA,"San Francisco, cA2020 Beer Mile World Clas...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Mark+McClauchlan","https://www.beermile.com/display/event_151627","2020 Beer Mile World Classic (Men's)","San Francisco, cA","July 4, 2020",6,51,411
823,"Polly ""2.0"" Keen","6:51.2",2019,NA,"Berlin Germany2019 Beer Mile World Clas...","Presidente","https://www.beermile.com/records/ref_beer/beertype_Presidente","https://www.beermile.com/query_indy/submit_1/ref_query/name_Polly+""2.0""+Keen","https://www.beermile.com/display/event_151463","2019 Beer Mile World Classic","Berlin Germany","August 3, 2019",6,51.2,411.2
824,"Polly Keen","6:51.2",2019,NA,"Berlin GermanyBeer Mile World Classic 2...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Polly+Keen","https://www.beermile.com/display/event_151464","Beer Mile World Classic 2019","Berlin Germany","August 3, 2019",6,51.2,411.2
825,"Perseus Karlström","6:51.7",2012,NA,"Linkoping, SwedenLiTHe Syra Annual Beer Mi...","33 cl","https://www.beermile.com/records/ref_beer/beertype_33+cl","https://www.beermile.com/query_indy/submit_1/ref_query/name_Perseus+Karlström","https://www.beermile.com/display/event_5690","LiTHe Syra Annual Beer Mile 2012","Linkoping, Sweden","October 2, 2012",6,51.7,411.7
826,"Nicholas Berra","6:52",2014,NA,"Circuit of the Americas, ...Flotrack 2014 Championshi...","Hops & Grain Zoe","https://www.beermile.com/records/ref_beer/beertype_Hops+&+Grain+Zoe","https://www.beermile.com/query_indy/submit_1/ref_query/name_Nicholas+Berra","https://www.beermile.com/display/event_6185","Flotrack 2014 Championships, Open Heat 2","Circuit of the Americas, Austin, TX","December 3, 2014",6,52,412
827,"Seanna Robinson","6:52",2001,NA,"Edmonton, AB2001 World Beer Mile Cham...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Seanna+Robinson","https://www.beermile.com/display/event_368","2001 World Beer Mile Championships","Edmonton, AB","August 11, 2001",6,52,412
828,"Simon Herrmann","6:52",2019,NA,"Rozelle, NSW, AustraliaNicks Run Club 4th Annual...","Molson Canadian","https://www.beermile.com/records/ref_beer/beertype_Molson+Canadian","https://www.beermile.com/query_indy/submit_1/ref_query/name_Simon+Herrmann","https://www.beermile.com/display/event_151541","Nicks Run Club 4th Annual Beer Mile","Rozelle, NSW, Australia","December 7, 2019",6,52,412
829,"John Welsh","6:52",2010,NA,"San Francisco, CA5th Annual WVTC Summer Cl...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_John+Welsh","https://www.beermile.com/display/event_1480","5th Annual WVTC Summer Classic","San Francisco, CA","August 14, 2010",6,52,412
830,"Andy Young","6:52",2015,NA,"Bend, ORLabor Day Eve Beer Mile","Coors Banquet","https://www.beermile.com/records/ref_beer/beertype_Coors+Banquet","https://www.beermile.com/query_indy/submit_1/ref_query/name_Andy+Young","https://www.beermile.com/display/event_6505","Labor Day Eve Beer Mile","Bend, OR","September 6, 2015",6,52,412
831,"Marinus Reynecke","6:52",2015,NA,"McArthur Stadium, Potchef...Potch 2015 Beer Mile","Erdinger","https://www.beermile.com/records/ref_beer/beertype_Erdinger","https://www.beermile.com/query_indy/submit_1/ref_query/name_Marinus+Reynecke","https://www.beermile.com/display/event_6519","Potch 2015 Beer Mile","McArthur Stadium, Potchefstroom, South Africa","October 9, 2015",6,52,412
832,"Eugene ""Triscuit""","6:52",2015,NA,"New Haven, CT, United Sta...New Haven Road Runners Be...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Eugene+""Triscuit""","https://www.beermile.com/display/event_6509","New Haven Road Runners Beer Mile 7","New Haven, CT, United States","September 12, 2015",6,52,412
